Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_AQI,NO2_AQI,NOx_AQI,C6H6_AQI,Overall_AQI
19/03/2004,19.00.00,4.5,1469,218.8118162,21.7,1344,251,677,144,1997,1471,15.5,50.6,0.884,51,109,106,,109
19/03/2004,20.00.00,3.9,1467,218.8118162,19.8,1292,210,698,138,1942,1439,15.4,51.4,0.8956,44,108,102,,108
19/03/2004,21.00.00,4,1421,218.8118162,16.7,1202,249,748,143,1854,1429,15.2,53.1,0.9117,45,109,106,,109
19/03/2004,22.00.00,2.2,1175,218.8118162,9.1,945,143,904,116,1604,1081,14.7,57.6,0.9573,25,104,72,147,147
19/03/2004,23.00.00,2.1,1215,218.8118162,8.3,912,127,948,109,1547,993,14.2,58.3,0.938,24,103,64,139,139
20/03/2004,00.00.00,1.7,1127,218.8118162,5.8,802,104,1064,92,1447,837,13.8,57.9,0.9085,19,91,52,114,114
20/03/2004,01.00.00,1.6,1090,218.8118162,5.2,773,86,1105,83,1429,761,13.9,55.9,0.8842,18,82,43,108,108
20/03/2004,02.00.00,1.3,1017,218.8118162,4.1,718,74,1182,81,1382,650,13.9,55.6,0.8765,15,80,37,96,96
20/03/2004,03.00.00,1.3,997,218.8118162,3.4,677,246.8967349,1252,113.0912508,1359,591,13.8,55.1,0.8666,15,103,106,86,106
20/03/2004,04.00.00,2.152749544,945,218.8118162,2.9,646,44,1308,55,1332,505,13.8,54.6,0.8574,24,52,22,79,79
20/03/2004,05.00.00,0.8,956,218.8118162,3.1,661,42,1260,53,1351,518,13.6,55.1,0.856,9,50,21,82,82
20/03/2004,06.00.00,0.8,966,218.8118162,2.5,622,63,1317,67,1342,571,13.6,59,0.9129,9,65,32,73,73
20/03/2004,07.00.00,1.1,1064,218.8118162,4.3,728,115,1161,91,1461,842,13.5,58.4,0.896,12,90,58,99,99
20/03/2004,08.00.00,2.1,1300,218.8118162,8.9,935,170,902,113,1623,1145,13.8,58,0.9083,24,103,85,145,145
20/03/2004,09.00.00,2.4,1348,218.8118162,10.5,998,147,834,102,1689,1218,14.6,53.1,0.8765,27,101,74,,101
20/03/2004,10.00.00,2.6,1425,218.8118162,12.5,1068,166,776,107,1764,1341,15,52.3,0.8881,30,102,83,,102
20/03/2004,11.00.00,2.8,1474,218.8118162,12.3,1061,195,768,113,1768,1406,15.4,52.1,0.9046,32,103,98,,103
20/03/2004,12.00.00,2.6,1490,218.8118162,11.7,1039,182,782,108,1757,1422,16.3,50,0.9158,30,102,91,,102
20/03/2004,13.00.00,2.6,1495,218.8118162,11.7,1040,168,809,105,1735,1373,17.1,47.9,0.9281,30,102,84,,102
20/03/2004,14.00.00,2.1,1376,218.8118162,9.3,953,125,900,93,1636,1153,19,42.9,0.937,24,93,63,149,149
20/03/2004,15.00.00,1.7,1305,218.8118162,7.6,884,95,980,87,1573,927,19.5,42.3,0.9476,19,86,48,132,132
20/03/2004,16.00.00,1.6,1283,218.8118162,6.7,844,79,1036,76,1539,766,19.5,42.3,0.9493,18,74,40,123,123
20/03/2004,17.00.00,2.1,1392,218.8118162,9.7,967,119,930,94,1649,941,19.1,43.8,0.9556,24,94,60,,94
20/03/2004,18.00.00,2.3,1452,218.8118162,12.4,1063,142,856,110,1774,1146,18.5,46.3,0.9744,26,103,71,,103
20/03/2004,19.00.00,3.5,1633,218.8118162,16.6,1199,215,734,136,1919,1417,17.4,51.6,1.0159,40,108,102,,108
20/03/2004,20.00.00,3.9,1625,218.8118162,16.4,1191,229,733,139,1885,1442,17.1,51.3,0.9914,44,108,104,,108
20/03/2004,21.00.00,3.3,1535,218.8118162,13.7,1108,206,785,125,1820,1323,16.4,53.8,0.9964,38,106,101,,106
20/03/2004,22.00.00,2.3,1323,218.8118162,9.9,973,147,864,111,1712,1125,16.2,55.4,1.0132,26,103,74,,103
20/03/2004,23.00.00,2.1,1309,218.8118162,8.9,937,122,905,97,1672,1036,15.9,57.7,1.0356,24,97,61,145,145
21/03/2004,00.00.00,2.8,1456,218.8118162,10.6,999,175,835,107,1714,1202,15.7,58.6,1.0396,32,102,88,,102
21/03/2004,01.00.00,2.1,1300,218.8118162,7.4,872,133,941,90,1577,1054,15.1,60.9,1.0398,24,89,67,130,130
21/03/2004,02.00.00,1.6,1203,218.8118162,6.2,823,89,1004,84,1526,903,15.6,56.6,0.9951,18,83,44,118,118
21/03/2004,03.00.00,1.6,1195,218.8118162,6.5,836,246.8967349,987,113.0912508,1554,885,15.2,57.9,0.9941,18,103,106,121,121
21/03/2004,04.00.00,2.152749544,1117,218.8118162,5.8,802,85,1029,87,1539,818,15.4,57.8,1.0021,24,86,42,114,114
21/03/2004,05.00.00,1.1,1062,218.8118162,4,711,55,1136,66,1461,700,14.9,60.6,1.0196,12,64,28,94,94
21/03/2004,06.00.00,0.7,947,218.8118162,2.1,594,24,1300,36,1390,580,14.5,63,1.0316,8,34,12,67,67
21/03/2004,07.00.00,0.8,1065,218.8118162,3.6,687,72,1143,62,1492,815,14.2,66.2,1.063,9,60,36,89,89
21/03/2004,08.00.00,1.2,1155,218.8118162,4.4,734,122,1062,91,1528,1035,14.5,65.3,1.0704,14,90,61,100,100
21/03/2004,09.00.00,1.4,1220,218.8118162,5.4,782,111,996,89,1560,1067,15.3,62.1,1.073,16,88,56,110,110
21/03/2004,10.00.00,1.7,1301,218.8118162,7.1,862,123,914,93,1633,1114,16.3,59,1.0868,19,93,62,127,127
21/03/2004,11.00.00,1.8,1279,218.8118162,7.3,870,106,911,81,1646,1000,18.9,49.6,1.07,20,80,53,129,129
21/03/2004,12.00.00,1.8,1267,218.8118162,7.6,883,103,953,82,1617,906,19.4,46.1,1.0249,20,81,52,132,132
21/03/2004,13.00.00,1.9,1239,218.8118162,6.8,848,102,981,80,1568,822,20.8,41.6,1.0091,22,79,51,124,124
21/03/2004,14.00.00,1.3,1128,218.8118162,4.6,742,48,1144,48,1507,610,21.4,40.3,1.0126,15,45,24,102,102
21/03/2004,15.00.00,1.6,1243,218.8118162,8.4,916,63,962,61,1669,657,21.2,39.3,0.9791,18,58,32,140,140
21/03/2004,16.00.00,1.9,1208,218.8118162,6.9,853,98,1060,89,1506,647,20.3,38,0.8942,22,88,49,125,125
21/03/2004,17.00.00,2.3,1306,218.8118162,9,938,132,961,105,1607,762,19.4,41.3,0.9206,26,102,66,146,146
21/03/2004,18.00.00,3.8,1546,218.8118162,15.1,1151,173,769,116,1874,1122,18.5,43.8,0.9252,43,104,87,,104
21/03/2004,19.00.00,3.5,1501,218.8118162,12.6,1071,185,823,119,1744,1130,17.8,48.1,0.9689,40,104,93,,104
21/03/2004,20.00.00,4.3,1605,218.8118162,15.1,1153,266,769,144,1840,1637,17.9,46.9,0.952,49,109,107,,109
21/03/2004,21.00.00,2.8,1316,218.8118162,9.9,974,188,883,123,1673,1272,17.4,49.1,0.9688,32,105,94,,105
21/03/2004,22.00.00,1.9,1195,218.8118162,8,898,122,933,105,1594,1098,17,51.7,0.9914,22,102,61,136,136
21/03/2004,23.00.00,1.9,1211,218.8118162,7.9,896,112,920,93,1624,1066,16.4,55.1,1.0198,22,93,56,135,135
22/03/2004,00.00.00,1.7,1161,218.8118162,6.1,815,93,995,86,1582,909,16.1,60,1.0919,19,85,46,117,117
22/03/2004,01.00.00,1.5,1095,218.8118162,5.1,767,74,1050,76,1547,818,15.8,60.5,1.0805,17,74,37,107,107
22/03/2004,02.00.00,0.6,897,218.8118162,1.7,563,23,1417,33,1355,472,16.3,57,1.0491,7,31,12,62,62
22/03/2004,03.00.00,0.4,842,218.8118162,0.7,468,246.8967349,1813,113.0912508,1274,394,16.9,53.9,1.0309,5,103,106,37,106
22/03/2004,04.00.00,2.152749544,854,218.8118162,0.8,481,17,1756,27,1304,396,16.1,55.9,1.0153,24,25,8,43,43
22/03/2004,05.00.00,0.3,845,218.8118162,0.7,472,15,1786,23,1278,378,16.5,53.9,1.0049,3,22,8,37,37
22/03/2004,06.00.00,0.6,942,218.8118162,2,586,41,1480,46,1373,432,16.4,54,0.9979,7,43,20,66,66
22/03/2004,07.00.00,1.2,1090,218.8118162,5.1,768,86,1072,76,1538,699,15.7,57.6,1.0195,14,74,43,107,107
22/03/2004,08.00.00,3.6,1514,218.8118162,17.7,1230,226,732,116,1996,1252,15.8,53.7,0.9571,41,104,103,,104
22/03/2004,09.00.00,3.7,1379,218.8118162,18.4,1252,214,711,115,1962,1237,17.4,42.1,0.8281,42,104,102,,104
22/03/2004,10.00.00,1.8,1074,218.8118162,6.9,854,115,1032,83,1484,772,17.9,38.4,0.7793,20,82,58,125,125
22/03/2004,11.00.00,1.6,1090,218.8118162,7.3,868,124,1026,87,1509,766,18.5,36.7,0.7764,18,86,62,129,129
22/03/2004,12.00.00,1.9,1110,218.8118162,9.6,964,122,947,90,1577,829,21,29.6,0.7263,22,89,61,,89
22/03/2004,13.00.00,2,1102,218.8118162,10.4,994,107,955,87,1599,783,21.3,28.1,0.7067,23,86,54,,86
22/03/2004,14.00.00,2.2,1100,218.8118162,11.2,1021,133,952,99,1607,822,21.3,26.1,0.6539,25,99,67,,99
22/03/2004,15.00.00,2.1,1094,218.8118162,10.7,1003,130,965,99,1574,813,21.3,26.8,0.6681,24,99,65,,99
22/03/2004,16.00.00,2.3,1076,451,11.6,1034,150,964,101,1544,813,21.3,24.2,0.606,26,101,75,,101
22/03/2004,17.00.00,2.6,1152,185,12.4,1062,138,928,103,1606,850,20.2,28.5,0.6682,30,101,69,,101
22/03/2004,18.00.00,3.8,1407,426,18.3,1249,213,720,129,1932,1276,17,43.1,0.8264,43,106,102,,106
22/03/2004,19.00.00,4.4,1438,672,21,1325,232,678,143,1993,1401,15.6,47.4,0.8347,50,109,104,,109
22/03/2004,20.00.00,4.5,1425,624,21,1325,238,678,146,1965,1356,15.3,47.4,0.8178,51,110,105,,110
22/03/2004,21.00.00,3.3,1279,325,14.5,1131,180,775,124,1758,1243,14.5,49.7,0.8177,38,105,90,,105
22/03/2004,22.00.00,2,1132,143,8.4,916,128,920,113,1561,1083,13.9,52,0.8231,23,103,64,140,140
22/03/2004,23.00.00,1.1,1006,89,4.3,729,65,1142,80,1370,795,14.5,49.4,0.8106,12,79,32,99,99
23/03/2004,00.00.00,0.9,982,73,3.8,700,53,1204,72,1359,735,13.8,51.4,0.8071,10,70,26,91,91
23/03/2004,01.00.00,0.8,969,48,2.7,636,47,1271,64,1309,684,14,51.3,0.8163,9,62,24,76,76
23/03/2004,02.00.00,0.7,941,47,2.5,621,51,1298,70,1330,714,13,56.8,0.8444,8,68,26,73,73
23/03/2004,03.00.00,0.5,892,36,1.2,522,246.8967349,1522,113.0912508,1285,456,11,70,0.9215,6,103,106,55,106
23/03/2004,04.00.00,2.152749544,855,25,0.8,478,20,1701,31,1261,401,10.1,76.8,0.9483,24,29,10,43,43
23/03/2004,05.00.00,0.3,834,19,0.6,459,13,1908,22,1212,361,8.8,80.5,0.9147,3,21,6,32,32
23/03/2004,06.00.00,0.5,909,26,1.8,567,33,1542,47,1287,418,9.6,75.4,0.9004,6,44,16,63,63
23/03/2004,07.00.00,1.1,1061,60,4.6,745,103,1178,88,1429,616,9.8,75,0.9093,12,87,52,102,102
23/03/2004,08.00.00,3,1441,248,14.2,1124,224,851,130,1829,1089,10,74.2,0.9117,34,106,103,,106
23/03/2004,09.00.00,3.8,1498,535,21,1325,244,684,132,2095,1329,11.2,69.7,0.9232,43,107,105,,107
23/03/2004,10.00.00,3.4,1343,340,16.2,1185,237,760,132,1857,1311,12,62.9,0.8803,39,107,105,,107
23/03/2004,11.00.00,3,1308,325,15.5,1166,220,792,131,1794,1236,12.8,55.8,0.821,34,107,103,,107
23/03/2004,12.00.00,2.7,1209,267,13.4,1097,207,837,129,1746,1147,13.1,54.8,0.8234,31,106,102,,106
23/03/2004,13.00.00,3.5,1310,325,16.9,1207,208,770,132,1847,1301,13.8,53.4,0.8351,40,107,102,,107
23/03/2004,14.00.00,2.8,1171,268,12.4,1064,160,881,110,1639,1097,16,42.4,0.7674,32,103,80,,103
23/03/2004,15.00.00,1.9,1112,136,10.1,980,131,924,99,1589,900,14.1,49.8,0.7971,22,99,66,,99
23/03/2004,16.00.00,2,1132,118,8.7,927,128,944,100,1570,781,12,61.1,0.8537,23,100,64,143,143
23/03/2004,17.00.00,3,1225,276,13.8,1111,176,818,122,1719,1013,13.6,54.6,0.8465,34,105,88,,105
23/03/2004,18.00.00,1.9,1065,151,9.3,953,107,962,97,1514,790,13.7,49.5,0.7695,22,97,54,149,149
23/03/2004,19.00.00,2.7,1236,236,13,1084,131,854,112,1688,1059,11.7,57.1,0.7822,31,103,66,,103
23/03/2004,20.00.00,3.3,1309,220,14.3,1126,166,812,128,1722,1205,11.5,58.2,0.7867,38,106,83,,106
23/03/2004,21.00.00,1.7,1089,87,7.6,884,89,1006,101,1487,975,12.6,54.2,0.7881,19,101,44,132,132
23/03/2004,22.00.00,1.3,1000,81,5.3,776,81,1141,96,1375,896,12,54.9,0.7664,15,96,40,109,109
23/03/2004,23.00.00,1.3,1041,74,5.4,782,78,1105,86,1425,911,11,61.4,0.8057,15,85,39,110,110
24/03/2004,00.00.00,1.2,1045,55,4.9,756,70,1137,85,1411,902,11.1,62.2,0.8199,14,84,35,105,105
24/03/2004,01.00.00,1.1,997,74,4.6,744,76,1151,79,1405,832,10.8,62.5,0.8082,12,78,38,102,102
24/03/2004,02.00.00,0.9,948,35,2.7,634,43,1320,61,1326,715,11.3,60,0.8025,10,58,22,76,76
24/03/2004,03.00.00,0.6,878,29,1.6,551,246.8967349,1493,113.0912508,1272,683,10.6,61.6,0.7856,7,103,106,60,106
24/03/2004,04.00.00,2.152749544,908,29,1.7,559,44,1477,66,1287,721,10.2,62.7,0.7813,24,64,22,62,64
24/03/2004,05.00.00,0.6,892,20,1.2,522,34,1572,54,1255,648,10.9,58.6,0.7628,7,51,17,55,55
24/03/2004,06.00.00,0.8,954,32,1.7,561,43,1496,57,1255,612,10.8,57.2,0.7382,9,54,22,62,62
24/03/2004,07.00.00,1.2,1045,84,4.8,751,79,1186,75,1403,800,10.4,59.2,0.7455,14,73,40,104,104
24/03/2004,08.00.00,3.1,1383,245,13.8,1109,174,832,97,1706,1173,11,57.3,0.7501,35,97,87,,97
24/03/2004,09.00.00,4.4,1597,553,23.7,1395,235,652,110,2080,1519,11.2,56.9,0.7565,50,103,104,,104
24/03/2004,10.00.00,3.4,1318,450,14.2,1124,218,762,113,1770,1287,12.1,54.9,0.7734,39,103,103,,103
24/03/2004,11.00.00,1.7,1138,118,8,898,136,950,88,1505,966,15.1,44.3,0.7535,19,87,68,136,136
24/03/2004,12.00.00,1.5,1098,118,6.7,842,117,1012,85,1440,828,15.6,40.6,0.7146,17,84,59,123,123
24/03/2004,13.00.00,1.7,1118,144,8.7,927,119,959,96,1477,825,16.9,34.6,0.6597,19,96,60,143,143
24/03/2004,14.00.00,2.2,1170,159,10.8,1009,126,879,106,1566,872,16.6,35.6,0.6697,25,102,63,,102
24/03/2004,15.00.00,2.152749544,1112,122,6.7,842,100,1015,91,1494,680,11.3,63.9,0.8554,24,90,50,123,123
24/03/2004,16.00.00,2.7,1390,230,11.4,1028,197,829,126,1730,1002,9.6,81.1,0.972,31,106,99,,106
24/03/2004,17.00.00,2.8,1353,320,13.4,1096,195,774,130,1783,1159,11.7,69.1,0.9497,32,106,98,,106
24/03/2004,18.00.00,2.7,1260,263,12,1050,156,828,111,1722,979,10.7,68.5,0.8794,31,103,78,,103
24/03/2004,19.00.00,4.5,1501,556,20.2,1302,247,681,134,2008,1311,10.7,67.3,0.8643,51,107,106,,107
24/03/2004,20.00.00,3.5,1273,458,14.4,1130,190,795,136,1744,1071,10.8,65.7,0.8486,40,108,95,,108
24/03/2004,21.00.00,2.6,1179,214,9.4,955,169,928,125,1571,899,10.3,66.3,0.8336,30,106,85,150,150
24/03/2004,22.00.00,1.7,1047,97,5.9,809,118,1064,108,1435,766,10.1,66.9,0.8248,19,102,59,115,115
24/03/2004,23.00.00,1.3,973,79,4.5,739,81,1186,87,1354,589,10.4,61.1,0.7717,15,86,40,101,101
25/03/2004,00.00.00,1.3,997,81,4.5,737,80,1168,89,1341,631,10.3,59.9,0.7516,15,88,40,101,101
25/03/2004,01.00.00,1,970,52,2.5,621,42,1400,58,1249,479,11,58.4,0.7686,11,55,21,73,73
25/03/2004,02.00.00,0.7,902,38,1.8,568,38,1450,54,1253,479,9.1,68.1,0.789,8,51,19,63,63
25/03/2004,03.00.00,0.7,921,35,1.4,538,246.8967349,1564,113.0912508,1224,417,9.5,68.2,0.8091,8,103,106,57,106
25/03/2004,04.00.00,0.5,858,29,0.9,490,18,1707,28,1212,378,9.3,72.3,0.8496,6,26,9,48,48
25/03/2004,05.00.00,0.5,878,21,0.6,457,12,1935,20,1158,344,9.9,66.8,0.8152,6,19,6,32,32
25/03/2004,06.00.00,0.6,893,46,1.4,540,43,1604,51,1268,413,7.6,83.2,0.8695,7,48,22,57,57
25/03/2004,07.00.00,1.1,1038,55,3.8,697,84,1260,82,1383,605,8.1,79,0.8544,12,81,42,91,91
25/03/2004,08.00.00,2.7,1320,271,11.6,1035,184,902,112,1721,991,8.7,74.6,0.8429,31,103,92,,103
25/03/2004,09.00.00,3.5,1353,434,17.8,1235,202,740,119,1937,1175,8.6,75.1,0.8415,40,104,101,,104
25/03/2004,10.00.00,2.3,1133,300,8.8,933,133,969,99,1552,923,9.7,69.7,0.8389,26,99,67,144,144
25/03/2004,11.00.00,1.6,1066,116,6.8,849,130,1039,98,1468,829,11,64.4,0.8447,18,98,65,124,124
25/03/2004,12.00.00,1.3,1027,95,5.9,809,106,1081,88,1442,733,13.6,53,0.8209,15,87,53,115,115
25/03/2004,13.00.00,2,1106,211,8.9,935,132,958,96,1570,819,14.2,48.4,0.778,23,96,66,145,145
25/03/2004,14.00.00,1.9,1038,168,8.2,907,106,976,81,1492,723,14.2,46.3,0.7438,22,80,53,138,138
25/03/2004,15.00.00,1.9,1084,154,8.6,924,125,986,92,1501,786,16,41.3,0.7462,22,91,63,142,142
25/03/2004,16.00.00,2.2,1105,267,10.1,982,138,939,105,1545,850,17.7,35.4,0.7094,25,102,69,,102
25/03/2004,17.00.00,2,1102,143,9.4,957,120,968,88,1527,820,17.1,37.4,0.7225,23,87,60,150,150
25/03/2004,18.00.00,2.9,1240,374,14.6,1137,158,836,103,1748,991,14.9,40.5,0.6835,33,101,79,,101
25/03/2004,19.00.00,5.2,1443,797,24.6,1418,253,666,141,2060,1454,13.4,47.8,0.7293,58,109,106,,109
25/03/2004,20.00.00,4.6,1389,698,21.6,1341,231,692,133,1982,1488,12.6,52.5,0.7642,52,107,104,,107
25/03/2004,21.00.00,2.5,1183,234,10.3,989,150,904,119,1539,1205,12.2,53.2,0.7555,28,104,75,,104
25/03/2004,22.00.00,1.5,1014,104,5.7,798,99,1083,106,1376,909,10.6,56.1,0.714,17,102,50,113,113
25/03/2004,23.00.00,1.2,979,67,4.5,736,75,1154,92,1324,769,9.9,59.5,0.7276,14,91,38,101,101
26/03/2004,00.00.00,1.7,1048,88,5.5,787,93,1098,97,1373,835,9.6,61.1,0.7323,19,97,46,111,111
26/03/2004,01.00.00,1.4,1024,79,4.8,753,79,1131,91,1357,793,9.7,61.6,0.7425,16,90,40,104,104
26/03/2004,02.00.00,1.2,974,61,3.6,690,67,1208,83,1313,733,9.4,62.6,0.7398,14,82,34,89,89
26/03/2004,03.00.00,0.6,862,43,1.7,561,246.8967349,1449,113.0912508,1219,502,8.2,68.5,0.7455,7,103,106,62,106
26/03/2004,04.00.00,0.7,925,40,2.2,602,45,1398,59,1263,562,8,69.4,0.7459,8,56,22,69,69
26/03/2004,05.00.00,0.8,952,52,3,654,72,1210,73,1312,832,7.7,72.4,0.7655,9,71,36,80,80
26/03/2004,06.00.00,0.9,1005,64,4,713,103,1130,78,1363,924,8,71.8,0.7711,10,77,52,94,94
26/03/2004,07.00.00,1.6,1122,88,6.7,842,132,1015,90,1438,974,8.5,66.3,0.7375,18,89,66,123,123
26/03/2004,08.00.00,3.4,1351,375,16.7,1201,239,783,110,1828,1307,9.8,59.6,0.7214,39,103,105,,105
26/03/2004,09.00.00,3.8,1408,592,19.3,1278,275,682,114,1928,1481,11.2,57,0.7544,43,103,108,,108
26/03/2004,10.00.00,3.1,1304,357,14.8,1142,232,772,119,1747,1405,14.8,44.1,0.7407,35,104,104,,104
26/03/2004,11.00.00,2.7,1207,296,13.4,1098,180,826,121,1664,1195,16.8,35.3,0.6729,31,105,90,,105
26/03/2004,12.00.00,2,1099,181,11,1014,112,948,97,1503,868,19.2,27.1,0.5976,23,97,56,,97
26/03/2004,13.00.00,2.3,1106,211,12.5,1068,116,915,99,1535,874,19.1,26.2,0.5741,26,99,58,,99
26/03/2004,14.00.00,1.9,1009,199,8.4,916,103,1015,85,1391,738,16.3,30.8,0.5683,22,84,52,140,140
26/03/2004,15.00.00,1.3,962,81,5.3,776,89,1152,75,1279,550,14.2,36.8,0.5922,15,73,44,109,109
26/03/2004,16.00.00,1.9,1093,143,8.8,933,112,976,87,1454,777,13.4,41,0.6292,22,86,56,144,144
26/03/2004,17.00.00,2.3,1180,247,11.2,1023,127,886,102,1588,966,14.2,43.3,0.6982,26,101,64,,101
26/03/2004,18.00.00,2.4,1168,239,11.6,1037,125,868,105,1580,990,12.1,45.6,0.6403,27,102,63,,102
26/03/2004,19.00.00,2.7,1168,267,12.4,1063,120,876,98,1540,944,10.4,48,0.6046,31,98,60,,98
26/03/2004,20.00.00,2.6,1140,261,10.6,1000,120,916,93,1490,962,10,51.1,0.628,30,93,60,,93
26/03/2004,21.00.00,1.5,1001,97,6,811,99,1097,91,1308,778,9.8,50.8,0.6172,17,90,50,116,116
26/03/2004,22.00.00,1.2,953,66,4.6,743,79,1185,85,1252,690,9.7,50.4,0.6063,14,84,40,102,102
26/03/2004,23.00.00,1.1,972,60,4.1,715,66,1237,74,1258,644,9.9,50.2,0.6103,12,72,33,96,96
27/03/2004,00.00.00,1.5,1021,77,5.2,776,94,1144,87,1307,753,9.4,53.4,0.63,17,86,47,108,108
27/03/2004,01.00.00,1,940,57,3.2,664,70,1290,79,1232,646,8.6,57.8,0.6488,11,78,35,83,83
27/03/2004,02.00.00,1.2,1046,65,4.5,736,75,1142,78,1312,838,8.1,62.1,0.6746,14,77,38,101,101
27/03/2004,03.00.00,1.1,1026,59,3.8,699,246.8967349,1191,113.0912508,1292,851,7.9,63.5,0.6777,12,103,106,91,106
27/03/2004,04.00.00,2.152749544,983,48,3.8,698,57,1209,63,1296,801,7.4,64.8,0.6683,24,61,28,91,91
27/03/2004,05.00.00,0.8,915,27,1.9,578,32,1417,48,1212,665,8.2,58.9,0.6444,9,45,16,64,64
27/03/2004,06.00.00,0.9,935,25,2.4,615,54,1373,59,1250,717,6.3,66.6,0.641,10,56,27,72,72
27/03/2004,07.00.00,1.1,976,42,3.3,669,68,1270,65,1266,795,7.2,62.9,0.6396,12,63,34,84,84
27/03/2004,08.00.00,1.5,1124,78,6.7,842,98,1050,71,1418,936,7.2,63.9,0.65,17,69,49,123,123
27/03/2004,09.00.00,1.8,1163,128,8.5,919,128,922,84,1530,1076,11.1,50.5,0.6654,20,83,64,141,141
27/03/2004,10.00.00,2.1,1167,184,9.7,966,129,942,93,1520,1016,15.5,36.1,0.6313,24,93,65,,93
27/03/2004,11.00.00,2.1,1121,156,9.4,955,130,992,99,1451,834,17.8,29.2,0.592,24,99,65,150,150
27/03/2004,12.00.00,1.9,1071,176,9,940,111,994,93,1449,756,17.6,30.1,0.6013,22,93,56,146,146
27/03/2004,13.00.00,2.1,1065,232,10,979,106,950,96,1467,766,19.1,26.8,0.5861,24,96,53,,96
27/03/2004,14.00.00,2.5,1157,305,12.6,1072,137,888,114,1596,905,17.7,28.6,0.5735,28,103,69,,103
27/03/2004,15.00.00,1.9,1046,150,7.6,883,113,1051,101,1357,765,17.8,28.4,0.5737,22,101,57,132,132
27/03/2004,16.00.00,2.2,1147,188,11.8,1042,122,934,108,1538,830,18.7,26,0.5555,25,102,61,,102
27/03/2004,17.00.00,2.3,1119,221,11.2,1022,137,916,117,1508,853,17.1,31.3,0.6038,26,104,69,,104
27/03/2004,18.00.00,2.7,1210,219,12.4,1062,165,886,125,1586,981,15.8,36.1,0.644,31,106,83,,106
27/03/2004,19.00.00,3,1306,306,12.9,1079,196,827,133,1621,1286,14.7,40.1,0.6657,34,107,98,,107
27/03/2004,20.00.00,2.8,1258,270,12.2,1057,174,841,119,1633,1244,13.6,44.9,0.6991,32,104,87,,104
27/03/2004,21.00.00,2.2,1148,231,8.8,930,140,948,107,1475,1056,12.5,48.1,0.6946,25,102,70,144,144
27/03/2004,22.00.00,1.6,1108,125,6.8,848,102,1023,96,1421,1003,11.8,50.8,0.7042,18,96,51,124,124
27/03/2004,23.00.00,2.1,1231,122,8.6,924,130,906,105,1483,1245,10.9,56.1,0.7326,24,102,65,142,142
28/03/2004,00.00.00,2.3,1293,161,8.9,937,121,930,102,1464,1200,10.9,55.9,0.7277,26,101,61,145,145
28/03/2004,01.00.00,2.3,1274,101,8.3,912,111,939,97,1451,1188,10.3,58.1,0.7278,26,97,56,139,139
28/03/2004,02.00.00,1.7,1135,95,6.3,827,87,1013,79,1395,1070,9.3,62.2,0.7294,19,78,44,119,119
28/03/2004,03.00.00,2.2,1151,129,8.3,911,246.8967349,935,113.0912508,1501,1075,8.2,66.7,0.7276,25,103,106,139,139
28/03/2004,04.00.00,1.3,1010,96,5.1,769,77,1110,69,1396,895,8.3,64.9,0.7124,15,67,38,107,107
28/03/2004,05.00.00,0.8,870,54,2.6,626,39,1325,52,1284,755,9.6,58.5,0.7,9,49,20,74,74
28/03/2004,06.00.00,1.1,983,63,3.6,688,77,1251,62,1342,806,7.7,66.4,0.699,12,60,38,89,89
28/03/2004,07.00.00,1.4,995,72,3.6,691,91,1219,69,1321,836,7.4,68,0.7043,16,67,46,89,89
28/03/2004,08.00.00,1.3,1024,91,4.7,747,105,1136,75,1382,897,9.7,58.6,0.7035,15,73,53,103,103
28/03/2004,09.00.00,1.9,1163,127,7.5,880,133,959,83,1486,1073,12.5,50.1,0.7242,22,82,67,131,131
28/03/2004,10.00.00,2.3,1218,193,9,938,128,918,94,1501,1088,16.8,36.9,0.7018,26,94,64,146,146
28/03/2004,11.00.00,2.3,1210,188,9.5,958,126,933,96,1514,1036,19.2,31.3,0.6887,26,96,63,,96
28/03/2004,12.00.00,1.8,1114,151,7.7,887,92,1020,86,1438,768,21.3,26.4,0.6607,20,85,46,133,133
28/03/2004,13.00.00,1.4,995,103,5.7,796,66,1159,72,1287,587,21.2,23.1,0.5768,16,70,33,113,113
28/03/2004,14.00.00,1,927,55,3.8,700,50,1285,53,1189,452,18.6,25,0.5319,11,50,25,91,91
28/03/2004,15.00.00,1.4,1002,104,4.8,754,70,1189,65,1260,470,18,27.3,0.5594,16,63,35,104,104
28/03/2004,16.00.00,1.3,987,116,4.3,727,73,1213,70,1244,502,18.2,28.3,0.5848,15,68,36,99,99
28/03/2004,17.00.00,1.3,993,93,4.1,714,77,1217,75,1238,516,17,31.4,0.6048,15,73,38,96,96
28/03/2004,18.00.00,1.4,1012,93,4.7,746,86,1174,86,1301,555,15.6,35,0.617,16,85,43,103,103
28/03/2004,19.00.00,1.9,1114,155,6.2,823,93,1068,94,1357,671,14.1,40.2,0.6438,22,94,46,118,118
28/03/2004,20.00.00,1.8,1093,115,5.5,789,105,1102,103,1329,788,13.4,43.2,0.6623,20,101,53,111,111
